0,0.000000,0.000000
1,48.000000,0.000000
2,48.000000,60.000000
3,24.000000,60.000000
4,24.000000,0.000000
5,72.000000,0.000000
6,240.000000,0.000000
7,240.000000,120.000000
8,204.000000,180.000000
9,36.000000,180.000000
10,0.000000,120.000000
11,72.000000,120.000000
12,36.000000,180.000000
13,72.000000,120.000000
14,240.000000,120.000000
15,96.000000,120.000000
16,60.000000,180.000000
17,84.000000,180.000000
18,120.000000,120.000000
19,144.000000,120.000000
20,108.000000,180.000000
21,132.000000,180.000000
22,168.000000,120.000000
23,192.000000,120.000000
24,156.000000,180.000000
25,180.000000,180.000000
26,216.000000,120.000000
27,240.000000,120.000000
32,0.000000,120.000000
33,0.000000,0.000000
34,72.000000,0.000000
35,72.000000,120.000000
36,240.000000,120.000000
37,240.000000,24.000000
38,132.000000,24.000000
39,132.000000,60.000000
40,180.000000,60.000000
41,180.000000,24.000000
42,72.000000,24.000000
43,72.000000,0.000000
